label,text
From: Al Franken (Senator from Minnesota),Your vote is your voice. Pledge to vote  in this election now: http://t.co/98SNPAk2iP
From: Michelle Lujan Grisham (Representative from New Mexico),I'm signing the discharge petition to #raisethewage because New Mexicans working full-time shouldn't be living in poverty. @RepAdamSmith
From: Harry Reid (Senator from Nevada),"On this #LGBTPrideMonth, we rededicate ourselves to the principle that discrimination has no place in America. http://t.co/NLimb4ui8Z"
From: Donna Edwards (Representative from Maryland),@janschakowsky @dorismatsui @nwlc @aauw @ywca c u at presser 2day at 3 in HVC215 2 #standupforwomen GOP: your budget is a values statement?
From: Brian Higgins (Representative from New York),"RT @TheBuffaloNews Check out 'Buffalo, beauty from above,' gallery of 150 aerial photos by @DerekGeePhoto http://t.co/aLSMEAGUqh"
From: Dianne Feinstein (Senator from California),LA‰Ûªs Maria Contreras-Sweet knows what it takes to help entrepreneurs/small business. Will be terrific leader @SBAgov http://t.co/YOZ6NiDYtm
From: Debbie Stabenow (Senator from Michigan),"Senator Stabenow Introduces Legislation to Crack Down on Currency Manipulation by Japan, China, Other Nations http://t.co/gng6vsNdO1"
From: Donald Payne Jr. (Representative from New Jersey),"Payne celebrates 50th Anniv of Civil Rights Act, Says Best Way to Celebrate is by Congress Passing Updated #VRA4Today http://t.co/VfOqalaaW7"
From: Bill Nelson (Senator from Florida),We lost a brave soul this past weekend. Thank you Col. 'Bud' Day for a lifetime of bravery &amp; service to our country. http://t.co/oVOZv5HOgN
From: Tom Rice (Representative from South Carolina),7/17/13: Head of the #IRS will testify at our @SmallBizGOP hearing &amp; I'll demand answers to your questions #sctweets http://t.co/zy1gF0fUsS
From: David Schweikert (Representative from Arizona),#AuditTheIRS http://t.co/l4eG6RR6MF
From: Glenn Thompson (Representative from Pennsylvania),The only way for Washington to control its spending problem is to start budgeting ‰ÛÒ and budgeting responsibly. http://t.co/vRATJ9Ni #tcot
From: Anna Eshoo (Representative from California),President Obama‰Ûªs #ConnectED Initiative gets important boost with support from @Adobe: http://t.co/pR9XmEdrM0.
From: Lynn Jenkins (Representative from Kansas),"Today I am touring local businesses in Cherryvale, Parsons, Columbus &amp; Galena! First stop is at ProMotion Pysical Therapy in Cherryvale."
From: Ann Wagner (Representative from Missouri),Today's announcement that Pres Obama will be shutting down his jobs council is unacceptable. Please RT if you agree. http://t.co/k9t1wrgG
From: Bill Johnson (Representative from Ohio),Today is PTSD Awareness Day. #PTSD is very real &amp; troublesome for many of our returning soldiers. Don't ever be afraid to get or offer help!
From: Rand Paul (Senator from Kentucky),Congrats @BarackObama on getting a Surgeon General who extols the health benefits of restricting 2nd Amdt rights.  Happy #BillofRightsDay
From: Mike Lee (Senator from Utah),RT @SEATTV: @SenMikeLee fun photo contest of roads in Utah http://t.co/l4appx9NjN #roadlesstraveledutah #utpol
From: Bill Nelson (Senator from Florida),Congrats to our European partners in space exploration for landing the first-ever spacecraft on a comet.
From: Eddie Johnson (Representative from Texas),‰ÛÏWomen‰Ûªs rights are human rights.‰Û ‰ÛÒ Former Secretary of State Hillary Clinton http://t.co/iqBQ1Eqian
From: Andy Barr (Representative from Kentucky),"I cosponsored HR 2009, a simple, 2 page bill that prevents the #IRS from enforcing Obama‰Ûªs takeover of healthcare #stoptheIRS"
From: Brian Higgins (Representative from New York),"Instead of fighting a war on #cancer, Tea Party is waging a war on cancer patients http://t.co/9maVFy9f3y"
From: AndrÌ© Carson (Representative from Indiana),Getting ready to talk about the issues Hoosiers care about w/@Amoswtlcindy today @ 2pm.  Listen on @am1310thelight.
From: Joe Manchin III (Senator from West Virginia),@RunThisTownJB ...that lowers rates for all students. http://t.co/tt53cTQawj
From: Grace Meng (Representative from New York),Marching for our #veterans at the Little Neck-Douglaston #MemorialDay Parade w/ Mayor @BilldeBlasio http://t.co/3XQVAWL9z3
From: Sander Levin (Representative from Michigan),June is LGBT Pride Month; Lets renew our efforts to eliminate barriers to #equality http://t.co/MEpJhaxzaW
From: Chris Collins (Representative from New York),Happy 4th of July everyone. #fourthofjuly http://t.co/y5pyFgKyv9
From: Erik Paulsen (Representative from Minnesota),#TaxReform: Closing special-interest loopholes will help lower rates &amp; boost the economy http://t.co/LNwBgVhSqu @RepDaveCamp via @WSJ
From: Heidi Heitkamp (Senator from North Dakota),Tune in at 2pmMST for @SJenning5's commencement address @DickinsonU graduation - a well deserved honor. #NDPride  http://t.co/ZlTeGxbocm
From: Thomas Carper (Senator from Delaware),The families who saw benefits lapse on Dec 28 are counting on the Senate to get UI extension over the finish line: http://t.co/Vwtuz8Q84K
From: Mitch McConnell (Senator from Kentucky),@wuky Senate Democrat Leadership Blocks McConnell‰Ûªs #SavingCoalJobsAct http://t.co/K4WW8k2UaB
From: Kirsten Gillibrand (Senator from New York),V disappointed my amendment to restore $4.1b in funding to #SNAP food stamp program in #farmbill failed on the Senate floor today.
From: Corrine Brown (Representative from Florida),It's Game Day at the Swamp and only #GATORS get out alive! GO UF! #UFFootball #UF #BeatToledo #GoGators http://t.co/Q5DKbO3HHF
From: Mark Udall (Senator from Colorado),"Manitou Springs takes #COenergy to next level, aims to be 1st to power all city buildings w/ #solar: http://t.co/axW9SbqqTs via @csgazette"
From: Harold Rogers (Representative from Kentucky),A $17 trillion debt is not the legacy we should leave for our children. #Time4Solutions http://t.co/GHvotJHAqL
From: Ron Barber (Representative from Arizona),"RT @HRC: Great news! AZ @GovBrewer Vetoes Horrendous ""License to Discriminate"" Bill #SB1062 http://t.co/L8AVuvSNyx‰Û_ via @HRC"
From: Dennis Ross (Representative from Florida),"Even though the president is allowing his jobs council to dissolve, I hope that creating #jobs will be a priority.  http://t.co/oA6nxBhw"
From: Fred Upton (Representative from Michigan),RT @SpeakerBoehner: House votes again to continue benefits for families of fallen troops http://t.co/meTv4a6Nbl Disgraceful that this relie‰Û_
From: Vern Buchanan (Representative from Florida),Going LIVE on ABC-7 SRQ http://t.co/MMRWNy0ZO9
From: Jim Cooper (Representative from Tennessee),You didn‰Ûªt have to agree with Gail to love her. She was Nashville‰Ûªs finest. (2/2) http://t.co/tvmjUhODTG
From: Bernard Sanders (Senator from Vermont),NOW: Sen. Sanders is on @CNN's @TheLeadCNN talking with @JakeTapper about the #CRomnibus.
From: Daniel Webster (Representative from Florida),Orlando reps w/ @CCAssociationDC &amp; ClearSky came to discuss the impact of competitive wireless services in Central FL http://t.co/jMMjaR0ec1
From: Jan Schakowsky (Representative from Illinois),MT @WhiteHouse Its time for states refusing to expand Medicaid to put #PeopleOverPolitics help millions #GetCovered: http://t.co/VuxZim8nys
From: Stephen Fincher (Representative from Tennessee),Just introduced my Manufactured Housing bill to the House @FinancialCmte for markup. #congress #tn08 #fiservices
From: Frank LoBiondo (Representative from New Jersey),Talking lack of answers &amp; faulting Obama foreign policy on #Syria &amp; #Benghazi with @1400WOND's Don Williams now.
From: Paul Tonko (Representative from New York),.@timesunion: New York State sees end-of-season surge in #Obamacare signups http://t.co/CfCyC7F23u #ACA
From: Linda Sanchez (Representative from California),"Honored to stand w/ #LASD Sheriff, @Rep_JaniceHahn, @RepRoybalAllard, &amp; @mridleythomas to stand up to #gunviolence. http://t.co/wMl24kyJAO"
From: Scott Peters (Representative from California),"Joined with Howard &amp; Jean Somers last weekend, as part of 'Operation Engage America,' to raise awareness around PTSD. http://t.co/A1DmhFoABu"
From: Benjamin Cardin (Senator from Maryland),"Ben- Will be voting soon tonight , more debates and votes to follow tomorrow, tune in on Cspan2 http://t.co/6ddRGwp1Ol"
From: Edward Markey (Senator from Massachusetts),@marty_walsh @RepMaloney working to keep our #MA communities safe.
From: Robert Menendez (Senator from New Jersey),Glad to meet #NJ's @SenateYouth leaders Allison Berger from Madison &amp; Rafael Nunez from Irvington in DC for #USSYP http://t.co/Q2iIhIebIz
From: Kevin Brady (Representative from Texas),‰Û÷Born-free American woman‰Ûª @TeaPartyBecky Gerritson confronts her government [VIDEO] http://t.co/yS4nrVUdvw @DailyCaller #IRS
From: Susan Brooks (Representative from Indiana),Proud to be named a ‰ÛÏFreshman to Watch‰Û over the weekend. Glad to see my friend @RepLukeMesser on the list as well. http://t.co/qG2cLbDX
From: Randy Neugebauer (Representative from Texas),Thanks for the #FollowFriday #FF: @FinancialCmte @RepGarrett @RepShelley @RepJohnCampbell @PatrickMcHenry
From: AndrÌ© Carson (Representative from Indiana),PHOTO: @RepAndreCarson at the West #Indy Community Day for Congress on Your Corner. http://t.co/k4xs8uQGXE
From: Kelly Ayotte (Senator from New Hampshire),Asking Homeland Security Secretary about efforts to stop drug-trafficking - very concerned about heroin epidemic that we're seeing in NH
From: Chaka Fattah (Representative from Pennsylvania),"Weeping may endure for a night,but joy cometh in the morning.For the uninsured ,the morning as come.Go to http://t.co/rHQBZevHFU see options"
From: Kevin Brady (Representative from Texas),"@StephenCRT  The FAA spent $5M on 1 conference, $200M on travel and supplies and $500M on consultants. They should keep towers open instead."
From: Frank Pallone (Representative from New Jersey),Enjoyed kielbasa and stuffed cabbage at #EthnicDay #Carteret with @DanReiman and other elected officials. http://t.co/hPY3927Jbt
From: Jeanne Shaheen (Senator from New Hampshire),My statement on a potential Russian effort to wrest control of Syria's chemical weapons: http://t.co/IHcV9ZMZp0
From: Scott Perry (Representative from Pennsylvania),Thanks to Mr. Kreider's 8th Grade Civics classes at Harrisburg Academy for the privilege of joining these students. http://t.co/KrTdW7AsY3
From: JosÌ© Serrano (Representative from New York),Today the U.S. Senate begins to debate Comprehensive Immigration Reform. We should all come together to reach this important goal.
From: Cory Booker (Senator from New Jersey),Important NYTimes column about having a food industry that is humane and a better reflection of our values. http://t.co/iBq4mKseJg
From: Sean Duffy (Representative from Wisconsin),American people see we can have these conversations in Washington...need to have more of them...I believe we will. http://t.co/7yRDrJHCFo
From: Heidi Heitkamp (Senator from North Dakota),Met w/ folks from #StandingRock today to talk about their plan to boost #native tourism across #NorthDakota http://t.co/kgfXkyZtQU
From: Pete Gallego (Representative from Texas),Congrats to @LaughlinAFB on being #1 of 12 Air Force bases in reducing energy consumption for last 6 quarters! #USAF #DelRio #LaughlinAFB
From: Marcia Fudge (Representative from Ohio),"Ohioans can still vote today despite the #GOPShutdown. Many courts last year, including the Supreme Court,... http://t.co/938Y5Uk8gG"
From: Heidi Heitkamp (Senator from North Dakota),Touring the damage after recent tornado in #WatfordCity &amp; discussing coordinated response of disaster preparedness http://t.co/MF7i0k44CK
From: Tim Huelskamp (Representative from Kansas),Computer glitch creates world's first trillionaire. #Obamacare ‰Û÷glitches‰Ûª $1 trillion new debt. http://t.co/SMZvb076R1 #fail
From: Mark Pocan (Representative from Wisconsin),UI expiration to cost economy $3 billion in Jan and Feb. #renewUI #ActOnUI #p2 http://t.co/w03nF2Cj7q http://t.co/uBOTu7gepA
From: Jeff Merkley (Senator from Oregon),Medicare is an important lifeline for seniors &amp; must be protected from hostile attacks to privatize it or weaken it http://t.co/RS6WcEvO9N
From: Tom Graves (Representative from Georgia),Just voted to allow a lawsuit against President Obama. Congress must act to defend the #Constitution. #liberty #PJNET http://t.co/cvYtvQaKDf
From: Kevin McCarthy (Representative from California),"UNBELIEVABLE: One day after US economy suffers contraction in GDP growth, Pres. Obama dissolves Jobs Council: http://t.co/itu3LkVd"
From: Tulsi Gabbard (Representative from Hawaii),"If you're on #Maui tomorrow morning, tune in to @KPOA935FM for talk story w/ Alaka'i Paleka and Rep. Tulsi Gabbard @ 8:30am."
From: David Scott (Representative from Georgia),Critics Question Boggs Bias http://t.co/vTvNPAR17N' via @DailyReport
From: Chris Gibson (Representative from New York),Had constituent meetings today in our Kingston District Office.  Very helpful to get feedback on the issues.  #NY19
From: Ann Kuster (Representative from New Hampshire),22 veterans a day die from suicide. We must work to ensure vets with #PTSD &amp; #TBI get the care they deserve. #Stop22aDay
From: Adam Kinzinger (Representative from Illinois),We need a clear and concise plan to take down #ISIS: http://t.co/I7a2FR0KOu
From: Marsha Blackburn (Representative from Tennessee),Tune in to @FoxNews at 8pm ET to see my interview on the @oreillyfactor about the #Gosnell murder trial &amp; controversies related to @PPact
From: Mark Udall (Senator from Colorado),.@NPCA estimates businesses near national parks are losing $30M EVERY DAY they‰Ûªre closed: http://t.co/hBRBDltBum #EnoughAlready
From: Lynn Jenkins (Representative from Kansas),I am proud to be a part of a group focused on finding common ground. http://t.co/lrzMSQyS @NoLabelsOrg
From: Tim Murphy (Representative from Pennsylvania),LISTEN LIVE NOW: On @TalkRadio1210 w/@DickMorrisTweet abt Helping Families in #MentalHealth Crisis Act. #HR3717 http://t.co/kakSr7UEze
From: Marcy Kaptur (Representative from Ohio),Heading to the North Carolina tobacco fields today to investigate conditions for workers. http://t.co/3zOW6hbAjj @aflcio @Ohioaflcio
From: Steven Chabot (Representative from Ohio),We must continue the fight to protect our unborn children. They're counting on us. #prolife #roe40
From: Glenn Thompson (Representative from Pennsylvania),MEPS Act covered today in context of #FortHood: http://t.co/f8PiRfrIOH Thank you @ntsongas for cosponsoring this important bill
From: Doug Lamborn (Representative from Colorado),Honored to participate in a wreath laying to commemorate the fallen of WWI at the Suresnes American Cemetery #DDay70 http://t.co/lBQgxlQWct
From: Tony Cardenas (Representative from California),Good luck to all California players in tonights n
From: Michael Crapo (Senator from Idaho),Local small businesses in #Idaho are alarmed over #Obamacare. #idpol http://t.co/2lmkZpsfTn
From: Maria Cantwell (Senator from Washington),"Cantwell-backed resolution passes Senate. Honors history, legacy of African Americans &amp; observes Black History Month: http://t.co/zFzPZ7h3KM"
From: Steven Chabot (Representative from Ohio),"My guest for the #SOTU is Captain John Orosz, a wounded warrior from the 101st Airborne. #SOT http://t.co/TMv5RgMwQy"
From: AndrÌ© Carson (Representative from Indiana),"Interesting read from the @nytimes - In Climbing Income Ladder, Location Matters http://t.co/4LP6BXOQ1D"
From: Paul Gosar (Representative from Arizona),Queen Creek! Buckeye! Yuma! I'll be in your neck of the woods this month. Check out the attached flyer for more info. http://t.co/wXlONpFXxK
From: Michael Honda (Representative from California),A woman‰Ûªs boss or zip code shouldn‰Ûªt determine her access to preventive care. Equality means equal access to affordable healthcare #WEmatter
From: Mike Pompeo (Representative from Kansas),"Yes, the President won re-election. But so did the House he accuses of being obstructive. Maybe he should talk to us and not just Putin."
From: JosÌ© Serrano (Representative from New York),"Happy St.Joseph's Day to Joseph, Jose, Giuseppe, etc. Have a great day!! @SenatorSerrano @repjoecrowley @JoseADelgadoEND @jdbalart"
From: Justin Amash (Representative from Michigan),"Instead of protecting Americans, the #NSA endangered Americans. RT @BloombergNews: The NSA knew for at least two years about Heartbleed."
From: Jared Huffman (Representative from California),"Happy Birthday to Rachel Carson, environmentalist &amp; author of Silent Spring -- recognized in today's @google doodle! http://t.co/Hp0fsBEQh9"
From: Lamar Alexander (Senator from Tennessee),"Alexander to Obama admin: ‰ÛÏSecure the border now‰Û_ and propose a serious plan"" to deal with #immigration crisis https://t.co/xZydXuiOhU"
From: Paul Cook (Representative from California),Spoke to the #Victorville Rotary Club this week. http://t.co/bjWY2tPyHg http://t.co/FDXo4sObAA
From: Jim Bridenstine (Representative from Oklahoma),"Last week, the largest U.S. movie-theater chain cut the hours of many workers below 30 hours to bypass Obamacare. http://t.co/DhBjFmLfzr"
From: Tom Latham (Representative from Iowa),Best wishes to native Iowan and former Drake University golf star @ZachJohnsonPGA this week at the Masters! http://t.co/2zXu5ssbc2
From: Renee Ellmers (Representative from North Carolina),More proof #Obamacare is #Bad4Jobs - schools &amp; local gov'ts are dropping full-time workers. http://t.co/TSv4npNENW #FairnessForAll
From: Steven Chabot (Representative from Ohio),"#WATCH:  Today‰Ûªs #tax code is too complex, too costly, &amp; too time consuming. Via @FixOurTaxCode #CutTheCode #pjnet http://t.co/QDEPN8Xda8"
From: Kelly Ayotte (Senator from New Hampshire),Congrats 2 Caroline Carter of Dover &amp; Quinn Griffith of Lee on being honored as NH‰Ûªs top youth volunteers! Look fwd to seeing them both tmrw
From: Glenn Thompson (Representative from Pennsylvania),On #House Floor to be voice of those already harmed by the consequences of #ACA including a 6th generation 110 year #business from #PA
From: Renee Ellmers (Representative from North Carolina),"Yesterday afternoon I visited and toured Thomas Built Buses, located on the #Randolph - Guilford County line. #NC02 http://t.co/3bjA1yTvYJ"
From: Bill Shuster (Representative from Pennsylvania),Today @SpeakerBoehner named the R members of the #Benghazi Select Committee. I am confident their work will help us uncover the truth.
From: Christopher Murphy (Senator from Connecticut),Joined @SenBlumenthal @CONNSTEP @UAW today to send this msg: We should be exporting CT products not CT jobs. Time to #BringJobsHome to CT
From: David Cicilline (Representative from Rhode Island),@davidcicilline is about to speak on the House Floor on the #GOPbudget. Watch live http://t.co/QeiY2uDK13
From: Keith Rothfus (Representative from Pennsylvania),Congrats to Somerset County's Sam Childers on receiving Mother Teresa Award. Read about his work w/orphans overseas: http://t.co/TRB028HsRa
From: Joaquin Castro (Representative from Texas),Welcoming #ISA students on #SA2020 trip in DC. they're hoping for snow! http://t.co/l7y1oT6CJQ
From: Tim Griffin (Representative from Arkansas),"Recent CRS analysis shows how coupling reforms w/ debt limit increase is common, bipartisan practice http://t.co/s8BltZ77p3 #LetsTalk"
From: John Rockefeller IV (Senator from West Virginia),".@facebook's new privacy policy is a laudable change. As I've said, it should be up to the user to decide how much they share w/ the public."
From: Spencer Bachus (Representative from Alabama),We remember the victims of 9/11 and their families and give gratitude to our troops for protecting our safety and freedom.
From: Thad Cochran (Senator from Mississippi),"#Obamacare signed 4 years ago today; a bad law made worse by errors, misinformation &amp; costly regulations: http://t.co/AszzR9cxBK #fullrepeal"
From: Steve Stockman (Representative from Texas),Israeli military captures #Hamas manual explaining how civilian human shields can be used against #IDF forces. http://t.co/H1H3QmamQq
From: David Price (Representative from North Carolina),ICYMI-I talked to @jmartNYT for a @nytimes story on the #VRA ruling &amp; voter suppression across the south #ncpol http://t.co/KBgz0Xuhj6
From: Mary Landrieu (Senator from Louisiana),"RT @CoryBooker: Meeting with @SenLandrieu, Chair of the Small Business Committee - v impt for New Jersey jobs: http://t.co/KWj1MOIlVs"
From: Daniel Webster (Representative from Florida),Visited Polk Training Center for the Handicapped &amp; toured the student gardens and work stations http://t.co/NfVYyEWYeh
From: Ron Wyden (Senator from Oregon),"#HigherEd must be affordable. 121,570 Oregonians owe on average $3676 in Stafford loans. Higher interest rates=more debt. #DontDoubleMyRate"
From: David Price (Representative from North Carolina),Release: Price Issues Statement on Oklahoma Disaster #ncpol #Oklahoma http://t.co/7NBfCmqkBc
From: Brad Wenstrup (Representative from Ohio),"Mike from Cinci: ‰ÛÏI worry next year, my family and I will be facing even higher deductibles &amp; out of pocket costs‰Û http://t.co/QPLrX1zqVG"
From: Phil Roe (Representative from Tennessee),At 12:30 I will participate in a call with Freedomworks &amp; bloggers nationwide to discuss how Obamacare is hurting the economy. #FWroundtable
From: Kirsten Gillibrand (Senator from New York),It's shocking that there is no federal law defining #guntrafficking as a crime.I'm gratified by bipartisan progress on this important issue.
From: Al Franken (Senator from Minnesota),"Sweet corn &amp; pork chops on-a-stick for me! -Al MT @exploreminn: Al, do you prefer cheese curds or deep fried pickles at #mnstatefair?"
From: David Schweikert (Representative from Arizona),Great talk earlier tonight w/@TheKudlowReport. Reality: #Budget talks deserve look into mandatory spending. Let's get the math right.
From: Carolyn Maloney (Representative from New York),Congress must extend the #911health bill ‰ÛÒ responders and survivors still suffer 13 yrs later. My op-ed in @TheHill: http://t.co/oHqtrM49Dh
From: Cory Booker (Senator from New Jersey),@Kattiakat that is so awesome! I'd love to visit. I'm in Trenton today though so I can't. Please wish everyone happy holidays for me.
From: Jared Huffman (Representative from California),Glad @WhiteHouse raising the min wage for federal contractors. It's time for #Congress to #RaiseTheWage for ALL Americans. Let's get it done
From: Jim Himes (Representative from Connecticut),"I wonder if the Republicans using the House floor for campaign purposes, as they are now doing, is a Hatch Act violation. #notalawyer"
From: Mark Meadows (Representative from North Carolina),Great op-ed: Preserve the Beer/Farm Partnership http://t.co/oWnjZ3j1qF via @BlueRidgeNow
From: Tim Ryan (Representative from Ohio),I was on @MSNBC‰Ûªs @EdShow last night talking about the state of #Washington. Check it out here: http://t.co/LmXUhFTQUB
From: Ron DeSantis (Representative from Florida),"RT @RepTomRice @RepDeSantis, thank you for cosponsoring my #STOPres and joining my discussion on the House Floor tonight!"
From: Pete Sessions (Representative from Texas),I was delighted to participate in the Park Cities Rotary Club‰Ûªs Fourth of July parade. #TX32 #IndependenceDay http://t.co/yS9y6R2MQG
From: Michelle Lujan Grisham (Representative from New Mexico),I released a statement on the appointment of a new acting director for New Mexico's VA. Read it here: http://t.co/q9DSNEHHyo
From: Tim Griffin (Representative from Arkansas),"Thanks to Stewart of #Searcy for becoming my 6,000th like on @Facebook! http://t.co/4Qql4kR2 #ar2"
From: Doug Collins (Representative from Georgia),Article in National Review discussing my legislation to end dangerous 'sue &amp; settle' litigation practices READ HERE: http://t.co/4iVK2op6Ts
From: Ileana Ros-Lehtinen (Representative from Florida),Met w Mike Hammer frm @StateDept Public Affairs @ActualidadRadio in #Miami + dicussed  #Obama's recent trip 2 #LatAm http://t.co/waV5UNj2aw
From: Nancy Pelosi (Representative from California),Great to meet with @fast4families again to discuss why the #TimeIsNow. Make your voice heard: http://t.co/Fq8zsqPjej http://t.co/bSgQMEx14M
From: Mark Kirk (Senator from Illinois),"#IL has 67 craft breweries w/ 2,847 workers. I support S. 917 to help these small businesses grow. @IllinoisBeer http://t.co/v63Umx4TFs"
From: Bob Corker (Senator from Tennessee),Corker: Our legislation takes a three-prong approach to prevent the situation [in Ukraine] from becoming far worse http://t.co/pexb7cEd5x
From: Cedric Richmond (Representative from Louisiana),Thanks to @NEH_ODH  for awarding grants to Carver Library and Louisiana Endowment for the Humanities for their Bridging Cultures collection
From: Frederica Wilson (Representative from Florida),"The longer we take to deal with it, the more costly it will be to address. #ActOnClimate - #HappyEarthDay"
From: Randy Hultgren (Representative from Illinois),Good being with you RT @bruceanddan: Pleased to be joined now by @RepHultgren to discuss the vote on the Keystone XL pipeline. @wlsam890
From: Cory Booker (Senator from New Jersey),@brodskysdeal You rock. Not sure when I'll be back but I hope soon.
From: George Miller (Representative from California),DID YOU KNOW: 73% of Americans want to #RaiseTheWage and 67% of small business owners agree? #WEmatter
From: Luke Messer (Representative from Indiana),How is ObamaCare affecting you? Have a question about implementation? Tell me using #AskSebelius. #pjnet #tcot
From: Jim Langevin (Representative from Rhode Island),Great @projo list of ways to enjoy Rhode Island this weekend! http://t.co/qAIz3gATyL
From: Mike Quigley (Representative from Illinois),For 20 yrs #BradyBackgroundChecks kept 2.1M guns from wrong hands. Time to #FinishTheJob &amp; expand checks http://t.co/7RClzwYPcD
From: Cory Booker (Senator from New Jersey),"Sadly, we lost the game &amp; the league championship. I love Bergenfield EXCEPT for what they did to NVOT that year. We Wuz Robbed! @chazferrer"
From: Tom Cotton (Representative from Arkansas),"Today, my staff spoke to the Yell County Retired Teachers Assn, including some of my former teachers &amp; my mom, Avis! http://t.co/GRiH055JoQ"
From: Doug Collins (Representative from Georgia),Talking #fairness &amp; #songwriterequityact in today's .@HouseJudiciary hearing http://t.co/hYtJr7liBC
From: Mike Quigley (Representative from Illinois),Progress is good at @CenteronHalsted @heartlandhelps affordable housing project for #LGBT seniors in #Chicago #IL05 http://t.co/hR3JaM54OH
From: Lee Terry (Representative from Nebraska),"This isn‰Ûªt the whole solution, but it‰Ûªs a good firs step in getting our veterans the care they need and deserve."
From: Todd Young (Representative from Indiana),"For those affected by last year's tornado disaster, June 1 is the last day to apply for aid through March2Recovery. http://t.co/GS8IPu6zBE"
From: Peter Visclosky (Representative from Indiana),RT @nwi_rda: Fresh photos of an absolutely gorgeous Marquette Park. http://t.co/trJHhV7x82
From: Barbara Boxer (Senator from California),#1010means lifting the wages of 15 million women &amp; their families #RaiseTheWage http://t.co/k1as13BlJW
From: Rand Paul (Senator from Kentucky),"Hello, Texas! About to get started at #RPTCON14"
From: Jerry McNerney (Representative from California),I support funding to help #highschool dropouts #atriskyouth get their #GED and  skills to turn their lives around. http://t.co/zXM76lhmT3
From: Todd Rokita (Representative from Indiana),RT @IN_Soy1: Thank you to @ToddRokita for a great meeting to discuss #agriculture with our #Indiana soybean farmers! http://t.co/7VW99WYrqL
From: Richard Hanna (Representative from New York),"Pleased Senate passed the Farm Bill. It's a big win for Upstate NY. Example: ""Farm bill aids Rome olive oil producer"" http://t.co/24MpWJK7yH"
From: Sheldon Whitehouse (Senator from Rhode Island),"MT ""@Nature_Florida: Touring New River, @FTLCityNews w/Mayor @JackSeiler &amp; @SenWhitehouse to see #KingTide in action http://t.co/v93lIB3mfV‰Û"
From: John Delaney (Representative from Maryland),"Looking forward to meeting environmental science students at Frederick HS this afternoon, right after my lunch with seniors"
From: Christopher Murphy (Senator from Connecticut),Awesome turnout (inc Mr. Potato Head) for launch of CT Food Bank GROW mobile food bank in #NewHaven.
From: Tim Huelskamp (Representative from Kansas),"#Obama #DoubleSpeak at its best: Said #Bush43 went around Congress with Executive orders, denies doing the same. http://t.co/99Xoyf3epJ"
From: Debbie Wasserman Schultz (Representative from Florida),RT @RepDWStweets: Thank you Mayor @JulianCastro for making Devin's dream come true! #GoHeat #Devinsjourney @rixyspr http://t.co/WE8C9UTsH1
From: Tim Huelskamp (Representative from Kansas),Huge Admission from @DeptVetAffairs IG. Plenty of evidence of data destruction and data manipulation. #Criminal
From: Andy Harris (Representative from Maryland),"""MD's least expensive ObamaCare plan will be 83% higher than the lowest-cost plan sold in that state this year"" http://t.co/SuKIMTHcdz"
From: Elijah Cummings (Representative from Maryland),I applaud @usedgov for shining a light on the sector. I'm hopeful the #ForProfit task force also announced will provide clarity for schools.
From: Tom Cotton (Representative from Arkansas),Hope you can make it to one my Staff-led Veterans Assistance Sessions next Friday! Details here: http://t.co/TZ94MNA4RG
From: Orrin Hatch (Senator from Utah),"‰ÛÏPerseverance and spirit have done wonders in all ages.‰Û Today we honor the birth of the ‰ÛÏfather of our country,‰Û George Washington."
From: Darrell Issa (Representative from California),@torreymspears thx Torrey!
From: Lois Frankel (Representative from Florida),#WhatWomenNeed this Valentine‰Ûªs Day is #equalpay. Check out my video http://t.co/rsj3LKdk8D
From: Roy Blunt (Senator from Missouri),"Debate priorities, set priorities, &amp; live within our means; that‰Ûªs what American families have to do &amp; what our govt must do."
From: Ann Wagner (Representative from Missouri),So relieved to hear that sixty-three girls kidnapped by Boko Haram escaped from their captors. #BringBackOurGirls http://t.co/t1sHft0cB4
From: Tim Johnson (Senator from South Dakota),Today's @IndianCommittee hearing provided me w important info on Native American housing development needs. http://t.co/FMuGAkLzBt
From: Roger Wicker (Senator from Mississippi),On the @SenateFloor now to discuss #Obamacare &amp; higher health-care premiums. Watch here: http://t.co/8o4feehO9V.
From: Bob Casey (Senator from Pennsylvania),.@iava We must do more to #CombatSuicide
From: Tim Scott (Senator from South Carolina),"I'll be on @MeetThePress this Sunday morning, local listings here: http://t.co/wa25Vcr0Pb"
From: Steve Scalise (Representative from Louisiana),"The #Benghazi hearing begins today, you can watch the live stream beginning at 10:30 CT here: http://t.co/d7t4IH3J6O"
From: Chris Collins (Representative from New York),‰ÛÏThe fog of #ObamaCare‰Û op-ed in @washingtonpost today highlights the uncertainties ObamaCare brings to #SmallBiz. http://t.co/moiF4LnP8q.
From: Mike Thompson (Representative from California),Good news for @ContraCostaCnty: Passed legislation so important work can get done at Walnut Creek in a timely manner. http://t.co/SS11eFAopK
From: Steve Israel (Representative from New York),Headed to East Northport to announce solution to protect seniors from identity theft. Take Social Security #s off Medicare cards!
From: Scott Peters (Representative from California),@RepSusanDavis thanks for joining. San Diego's #innovation economy pushing forward cc: @Markcaffertysd @sdchamber
From: David Scott (Representative from Georgia),follow @GeorgiaPower for information about dealing with power outages.
